日　　期	市　　場	產　　品	最高價	上價	中價	下價	平均價	增減%	交易量	增減%	殘貨量	
112/04/03	514 彰化市場	FA990 繡球撫子 紫白	56 	56 	56 	56 	56.0 	 + 40	15 	 - 46	0 	840
112/04/03	514 彰化市場	FB000 火鶴花 	13 	13 	13 	13 	13.0 	  -  	39 	  -  	0 	507
112/04/03	514 彰化市場	FB100 火鶴花 紅色	17 	17 	15 	9 	14.0 	 + 27	445 	 +240	0 	6230
112/04/03	514 彰化市場	FB106 火鶴花 丘比特	8 	8 	8 	8 	8.0 	 - 20	50 	 - 84	0 	400
112/04/03	514 彰化市場	FB108 火鶴花 千里達	11 	11 	11 	11 	11.0 	  -  	36 	  -  	0 	396
112/04/03	514 彰化市場	FB111 火鶴花 月光	12 	12 	10 	10 	10.0 	 -  9	116 	 - 44	0 	1160
112/04/03	514 彰化市場	FB113 火鶴花 紅鈴	14 	13 	8 	5 	9.0 	 - 47	837 	 +830	0 	7533
112/04/03	514 彰化市場	FB415 火鶴花 羅莎	18 	16 	11 	6 	11.0 	 + 22	370 	 - 32	0 	4070
112/04/03	514 彰化市場	FB420 火鶴花 小紅莓	5 	5 	5 	5 	5.0 	  -  	45 	  -  	0 	225
112/04/03	514 彰化市場	FB500 火鶴花 翠綠	6 	6 	5 	5 	5.0 	  -  	131 	  -  	0 	655
112/04/03	514 彰化市場	FB502 火鶴花 綠紅心	13 	13 	13 	13 	13.0 	  -  	30 	  -  	0 	390
112/04/03	514 彰化市場	FC000 大菊 	61 	61 	53 	48 	54.0 	 -  5	112 	 + 30	0 	6048
112/04/03	514 彰化市場	FC001 大菊 混合色	69 	69 	69 	69 	69.0 	 +  6	20 	 - 66	0 	1380
112/04/03	514 彰化市場	FC200 大菊 金	29 	29 	29 	29 	29.0 	  -  	19 	  -  	0 	551
112/04/03	514 彰化市場	FC205 大菊 金莎	43 	43 	43 	43 	43.0 	  -  	40 	  -  	0 	1720
112/04/03	514 彰化市場	FC206 大菊 金嗓	63 	63 	63 	63 	63.0 	 -  5	120 	 - 47	0 	7560
112/04/03	514 彰化市場	FC301 大菊 黃秀鳳	88 	88 	71 	55 	71.0 	 -  9	246 	 - 30	0 	17466
112/04/03	514 彰化市場	FC308 大菊 新種黃	98 	98 	98 	98 	98.0 	 -  1	100 	 + 25	0 	9800
112/04/03	514 彰化市場	FC350 大菊 黃乒乓	61 	61 	55 	44 	54.0 	 - 14	79 	 +  4	0 	4266
112/04/03	514 彰化市場	FC411 大菊 羅莎諾粉綠	32 	32 	32 	32 	32.0 	 - 43	17 	 - 47	0 	544
112/04/03	514 彰化市場	FC500 大菊 綠	40 	40 	38 	35 	38.0 	 -  3	50 	    0	0 	1900
112/04/03	514 彰化市場	FC502 大菊 安娜深綠	73 	73 	53 	40 	54.0 	 - 22	76 	 +138	0 	4104
112/04/03	514 彰化市場	FC609 大菊 白東洋	35 	34 	28 	17 	27.0 	 + 17	"1,355 "	 + 16	21 	36585
112/04/03	514 彰化市場	FC800 大菊 染色大菊	125 	104 	49 	36 	58.0 	 - 19	505 	 + 49	0 	29290
112/04/03	514 彰化市場	FC801 染大菊 國王	96 	96 	95 	87 	94.0 	 -  5	80 	 - 43	0 	7520
112/04/03	514 彰化市場	FC802 染大菊 芭迪卡	97 	97 	93 	91 	94.0 	 -  8	240 	 + 36	0 	22560
112/04/03	514 彰化市場	FC803 染大菊 牡丹	184 	184 	177 	170 	177.0 	 -  9	20 	 + 82	0 	3540
112/04/03	514 彰化市場	FC805 染大菊 白東洋	53 	48 	28 	17 	30.0 	 - 43	888 	 + 12	0 	26640
112/04/03	514 彰化市場	FC807 染大菊 梅西	88 	88 	81 	53 	77.0 	  -  	199 	  -  	0 	15323
112/04/03	514 彰化市場	FD000 小菊 	70 	69 	41 	32 	45.0 	 - 25	210 	 - 15	0 	9450
112/04/03	514 彰化市場	FD001 小菊 混合色	37 	36 	25 	19 	26.0 	 - 21	500 	 + 29	25 	13000
112/04/03	514 彰化市場	FD100 小菊 紅	81 	81 	81 	81 	81.0 	 -  5	75 	 + 34	0 	6075
112/04/03	514 彰化市場	FD113 小菊 日本小紅	63 	63 	62 	51 	60.0 	 +  9	83 	 - 67	0 	4980
112/04/03	514 彰化市場	FD124 小菊 龍鳳紫	69 	69 	42 	19 	42.0 	 - 33	225 	 -  4	0 	9450
112/04/03	514 彰化市場	FD125 小菊 大一點紅	62 	62 	60 	60 	61.0 	    0	73 	 - 67	0 	4453
112/04/03	514 彰化市場	FD128 小菊 老虎紅	28 	28 	24 	19 	24.0 	 - 37	50 	 - 24	0 	1200
112/04/03	514 彰化市場	FD136 小菊 法國小紅	72 	71 	58 	22 	54.0 	 - 14	"1,061 "	 + 92	0 	57294
112/04/03	514 彰化市場	FD137 小菊 小老虎紅	49 	49 	49 	49 	49.0 	 - 11	48 	 - 50	0 	2352
112/04/03	514 彰化市場	FD200 小菊 金	68 	65 	37 	16 	39.0 	 - 25	491 	 - 44	0 	19149
112/04/03	514 彰化市場	FD300 小菊 黃	68 	64 	43 	37 	46.0 	 - 27	929 	 +  8	0 	42734
112/04/03	514 彰化市場	FD304 小菊 聖誕球	55 	55 	51 	44 	51.0 	 - 20	150 	 - 25	0 	7650
112/04/03	514 彰化市場	FD326 小菊 蒙那麗莎陽光黃	15 	15 	15 	15 	15.0 	  -  	25 	  -  	0 	375
112/04/03	514 彰化市場	FD350 小菊 黃風車	59 	56 	35 	21 	36.0 	 - 28	642 	 -  5	57 	23112
112/04/03	514 彰化市場	FD400 小菊 粉	61 	52 	45 	28 	43.0 	 - 10	370 	 - 30	0 	15910
112/04/03	514 彰化市場	FD453 小菊 棒棒糖-粉	71 	69 	55 	35 	54.0 	 - 29	448 	 +377	0 	24192
112/04/03	514 彰化市場	FD457 小菊 西維亞粉	89 	85 	72 	46 	69.0 	 - 12	848 	 + 41	0 	58512
112/04/03	514 彰化市場	FD500 小菊 綠	79 	79 	75 	61 	73.0 	 -  9	60 	 + 50	0 	4380
112/04/03	514 彰化市場	FD600 小菊 白	56 	56 	38 	25 	39.0 	 -  9	659 	 + 12	22 	25701
112/04/03	514 彰化市場	FD613 小菊 鈕扣菊白	18 	18 	18 	18 	18.0 	  -  	25 	  -  	0 	450
112/04/03	514 彰化市場	FD712 小菊 紫雲南菊	60 	60 	60 	60 	60.0 	 - 33	72 	    0	0 	4320
112/04/03	514 彰化市場	FD802 染小菊 白鑽石	82 	80 	59 	23 	56.0 	 - 33	943 	 + 94	0 	52808
112/04/03	514 彰化市場	FE000 非洲菊 	30 	30 	30 	30 	30.0 	  -  	14 	  -  	0 	420
112/04/03	514 彰化市場	FE001 非洲菊 混合色	38 	37 	30 	20 	30.0 	 - 17	"1,520 "	 + 75	0 	45600
112/04/03	514 彰化市場	FE111 非洲菊 上海紅	37 	37 	33 	30 	33.0 	 +  6	390 	 +  1	0 	12870
112/04/03	514 彰化市場	FE113 非洲菊 萊星頓	24 	24 	24 	24 	24.0 	  -  	60 	  -  	0 	1440
112/04/03	514 彰化市場	FE200 非洲菊 橙	35 	35 	35 	35 	35.0 	  -  	60 	  -  	0 	2100
112/04/03	514 彰化市場	FE205 非洲菊 哈利熊	32 	32 	27 	22 	27.0 	 -  7	300 	 + 67	0 	8100
112/04/03	514 彰化市場	FE300 非洲菊 黃	35 	35 	35 	35 	35.0 	  -  	60 	  -  	0 	2100
112/04/03	514 彰化市場	FE302 非洲菊 金爵	24 	24 	24 	21 	23.0 	 + 21	210 	 +133	0 	4830
112/04/03	514 彰化市場	FE401 非洲菊 伊斯瑪拉	31 	31 	30 	29 	30.0 	 + 43	55 	 - 39	0 	1650
112/04/03	514 彰化市場	FE415 非洲菊 粉美麗	33 	33 	33 	33 	33.0 	  -  	20 	  -  	0 	660
112/04/03	514 彰化市場	FE416 非洲菊 熱情粉	35 	33 	26 	20 	26.0 	 + 37	983 	 + 37	0 	25558
112/04/03	514 彰化市場	FE605 非洲菊 冰山	32 	32 	27 	21 	27.0 	 + 29	60 	 - 50	0 	1620
112/04/03	514 彰化市場	FE700 非洲菊 紫	22 	22 	20 	20 	20.0 	 -  9	270 	 + 80	0 	5400
112/04/03	514 彰化市場	FE703 非洲菊 法老王	30 	30 	30 	30 	30.0 	 + 58	30 	 - 67	0 	900
112/04/03	514 彰化市場	FE900 非洲菊 迷你混色	26 	26 	26 	26 	26.0 	 -  7	45 	 + 13	0 	1170
112/04/03	514 彰化市場	FG001 劍蘭 混合色	21 	21 	21 	21 	21.0 	  -  	20 	  -  	0 	420
112/04/03	514 彰化市場	FG100 劍蘭 紅	59 	59 	49 	32 	48.0 	 - 40	118 	 - 67	0 	5664
112/04/03	514 彰化市場	FG107 劍蘭 黑骨	31 	27 	19 	16 	20.0 	 - 62	296 	 + 24	22 	5920
112/04/03	514 彰化市場	FG113 劍蘭 新種紅	63 	55 	39 	19 	38.0 	 - 42	588 	 - 36	0 	22344
112/04/03	514 彰化市場	FG121 劍蘭 ２６５號	62 	62 	61 	51 	59.0 	  -  	96 	  -  	0 	5664
112/04/03	514 彰化市場	FG406 劍蘭 青殼粉	63 	60 	31 	15 	34.0 	 - 41	137 	 +154	0 	4658
112/04/03	514 彰化市場	FG412 劍蘭 粉巨人	60 	60 	57 	53 	57.0 	 - 29	72 	 + 80	0 	4104
112/04/03	514 彰化市場	FG600 劍蘭 白	37 	37 	37 	37 	37.0 	 + 12	16 	    0	0 	592
112/04/03	514 彰化市場	FH000 其它花卉 	63 	63 	63 	63 	63.0 	  -  	18 	  -  	0 	1134
112/04/03	514 彰化市場	FH005 金鎚花 	21 	21 	20 	18 	20.0 	  -  	63 	  -  	0 	1260
112/04/03	514 彰化市場	FH006 黃梔花 	71 	70 	54 	39 	54.0 	 - 11	"1,093 "	 + 40	0 	59022
112/04/03	514 彰化市場	FH007 松蟲草 	21 	21 	21 	21 	21.0 	  -  	30 	  -  	0 	630
112/04/03	514 彰化市場	FH101 天堂鳥 	36 	36 	34 	26 	33.0 	 -  6	118 	 - 25	0 	3894
112/04/03	514 彰化市場	FH112 小天堂鳥 桔帶紅	56 	54 	38 	21 	38.0 	 - 25	132 	 - 26	0 	5016
112/04/03	514 彰化市場	FH114 小天堂鳥 粉紅	22 	22 	22 	22 	22.0 	  -  	18 	  -  	0 	396
112/04/03	514 彰化市場	FH158 紅薑花 	52 	52 	52 	52 	52.0 	 + 13	10 	 - 95	0 	520
112/04/03	514 彰化市場	FH232 夜來香 重瓣	62 	62 	62 	62 	62.0 	 - 44	10 	 - 50	0 	620
112/04/03	514 彰化市場	FH240 麥桿菊 	48 	48 	48 	48 	48.0 	  -  	15 	  -  	0 	720
112/04/03	514 彰化市場	FH251 秀線 	61 	57 	43 	21 	41.0 	 - 23	290 	 - 11	0 	11890
112/04/03	514 彰化市場	FH293 向日葵 單瓣	62 	57 	42 	18 	40.0 	 + 14	242 	 - 47	0 	9680
112/04/03	514 彰化市場	FH331 雞冠花 清紅	51 	51 	45 	30 	43.0 	 - 22	107 	 +  7	0 	4601
112/04/03	514 彰化市場	FH341 火焰雞冠花 紅	61 	61 	40 	24 	41.0 	 - 45	135 	 - 25	0 	5535
112/04/03	514 彰化市場	FH357 觀花鳳梨花 	9 	9 	8 	7 	8.0 	 - 27	84 	 - 78	0 	672
112/04/03	514 彰化市場	FH361 金魚草 紅色	17 	17 	17 	17 	17.0 	 - 35	24 	 +  9	0 	408
112/04/03	514 彰化市場	FH363 金魚草 黃色	27 	27 	27 	27 	27.0 	 -  7	20 	    0	0 	540
112/04/03	514 彰化市場	FH364 金魚草 粉色	32 	32 	27 	18 	26.0 	 - 16	272 	 +232	0 	7072
112/04/03	514 彰化市場	FH366 金魚草 白色	23 	23 	20 	15 	20.0 	 - 41	113 	 +438	21 	2260
112/04/03	514 彰化市場	FH375 大飛燕草 	42 	42 	42 	42 	42.0 	 + 17	60 	 - 28	0 	2520
112/04/03	514 彰化市場	FH381 麒麟草 	73 	66 	56 	44 	56.0 	 + 12	"1,399 "	 + 10	0 	78344
112/04/03	514 彰化市場	FH633 海芋 黃	80 	80 	80 	80 	80.0 	  -  	34 	  -  	0 	2720
112/04/03	514 彰化市場	FH661 伯利恆之星 	24 	23 	19 	15 	19.0 	 - 24	246 	 + 36	0 	4674
112/04/03	514 彰化市場	FH670 茉莉花 	18 	18 	15 	10 	15.0 	 - 35	95 	 - 37	0 	1425
112/04/03	514 彰化市場	FH710 深山櫻 	20 	20 	20 	20 	20.0 	 + 18	30 	    0	0 	600
112/04/03	514 彰化市場	FM040 重瓣百合 粉	72 	72 	72 	71 	72.0 	 - 36	29 	 +190	0 	2088
112/04/03	514 彰化市場	FM141 重瓣百合 伊莎貝拉單朵	148 	144 	132 	112 	130.0 	 +  6	132 	 +257	0 	17160
112/04/03	514 彰化市場	FM142 重瓣百合 伊莎貝拉雙朵	103 	102 	98 	92 	97.0 	 -  1	182 	 +550	0 	17654
112/04/03	514 彰化市場	FM213 重瓣百合 艾蓮娜三朵	201 	201 	201 	201 	201.0 	  -  	6 	  -  	0 	1206
112/04/03	514 彰化市場	FM219 重瓣百合 艾蓮娜多朵	234 	234 	234 	234 	234.0 	  -  	16 	  -  	0 	3744
112/04/03	514 彰化市場	FM280 重瓣百合 莎曼莎	161 	161 	161 	161 	161.0 	  -  	8 	  -  	0 	1288
112/04/03	514 彰化市場	FM282 重瓣百合 莎曼莎雙朵	128 	128 	104 	86 	105.0 	 +  2	22 	 -  8	0 	2310
112/04/03	514 彰化市場	FO003 腎藥蘭 曼谷火焰	16 	16 	13 	11 	13.0 	 - 13	220 	 - 61	0 	2860
112/04/03	514 彰化市場	FO007 千代蘭 	9 	8 	6 	5 	6.0 	 - 25	960 	 - 15	0 	5760
112/04/03	514 彰化市場	FO009 萬代蘭 	13 	13 	11 	9 	11.0 	 - 21	280 	 +367	0 	3080
112/04/03	514 彰化市場	FO021 萬代蘭 巨輪紅	5 	5 	5 	5 	5.0 	  -  	36 	  -  	0 	180
112/04/03	514 彰化市場	FO024 萬代蘭 巨輪粉	6 	6 	6 	6 	6.0 	 - 14	27 	    0	0 	162
112/04/03	514 彰化市場	FO335 檸檬綠文心蘭 	110 	90 	73 	46 	71.0 	 - 26	721 	 +144	0 	51191
